pH,EC,W_Temp,A_Temp,Humid,CO2,Light_On_Off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
5.65,0.86,16.7,25.51,77.5,720,1,0,1,0,0,0,0,1,0,0,1010000100,644
5.53,1.29,19.12,26.15,60.3,804,1,0,1,0,0,0,0,1,0,1,1010000101,645
6.29,0.46,17.98,22.46,63.6,373,1,0,0,0,0,0,0,0,1,0,1000000010,514
6.27,0.7,17.42,19.11,69.3,511,1,0,0,0,0,0,0,0,0,0,1000000000,512
5.35,1.25,21.65,22.06,58.7,706,0,0,0,0,0,1,0,1,0,1,0000010101,21
7.04,1.0,22.1,24.85,70.8,480,1,1,1,0,0,0,1,0,0,0,1110001000,904
5.72,0.6,18.46,20.15,56.1,1089,0,0,0,1,0,1,0,1,0,0,0001010100,84
5.72,1.43,23.37,25.26,59.1,1154,1,1,1,1,0,1,0,1,0,1,1111010101,981
5.94,1.18,15.61,23.85,64.4,803,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.26,1.07,15.86,20.55,59.6,1157,0,0,0,1,0,1,0,0,0,0,0001010000,80
5.9,0.41,15.49,20.38,57.4,618,1,0,0,0,0,1,0,0,1,0,1000010010,530
5.89,1.3,15.33,25.7,57.7,837,1,0,1,0,0,1,0,0,0,1,1010010001,657
6.12,1.44,24.53,21.95,68.7,578,0,1,0,0,0,0,0,0,0,1,0100000001,257
6.92,1.4,24.14,16.51,81.1,710,0,1,0,0,1,0,1,0,0,1,0100101001,297
6.47,0.98,21.44,16.54,76.0,505,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.58,1.16,16.75,28.56,80.1,1011,1,0,1,1,1,0,1,0,0,0,1011101000,744
6.81,0.77,21.99,16.0,87.7,1083,1,0,0,1,1,0,1,0,0,0,1001101000,616
5.76,0.85,23.74,24.06,57.6,838,0,1,1,0,0,1,0,1,0,0,0110010100,404
6.99,1.23,15.25,20.19,71.9,818,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.62,0.53,16.79,25.86,85.6,517,0,0,1,0,1,0,0,1,1,0,0010100110,166
5.82,1.01,20.57,15.42,66.3,1040,0,0,0,1,0,0,0,0,0,0,0001000000,64
7.12,0.57,19.04,19.34,67.9,1184,0,0,0,1,0,0,1,0,1,0,0001001010,74
6.37,0.88,17.89,22.86,81.3,358,1,0,0,0,1,0,0,0,0,0,1000100000,544
6.46,0.84,17.28,28.61,64.0,1000,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.73,0.59,18.38,17.88,76.2,998,1,0,0,0,0,0,1,0,1,0,1000001010,522
5.99,0.83,19.21,21.38,68.0,1010,0,0,0,1,0,0,0,0,0,0,0001000000,64
5.66,1.0,25.83,19.19,72.4,644,0,1,0,0,0,0,0,1,0,0,0100000100,260
5.57,1.43,21.71,27.37,68.0,1117,1,0,1,1,0,0,0,1,0,1,1011000101,709
6.04,0.43,16.73,23.72,82.1,1124,0,0,0,1,1,0,0,0,1,0,0001100010,98
7.09,1.01,15.96,15.42,79.6,609,0,0,0,0,0,0,1,0,0,0,0000001000,8
5.71,1.14,22.91,17.21,87.7,566,1,1,0,0,1,0,0,1,0,0,1100100100,804
5.41,1.19,22.31,16.81,84.4,763,0,1,0,0,1,0,0,1,0,0,0100100100,292
5.72,1.44,20.86,20.17,62.8,407,0,0,0,0,0,0,0,1,0,1,0000000101,5
6.9,0.46,18.29,16.65,71.9,1051,1,0,0,1,0,0,1,0,1,0,1001001010,586
6.91,0.93,15.7,19.33,56.8,476,0,0,0,0,0,1,1,0,0,0,0000011000,24
7.07,1.23,17.92,19.95,82.8,999,0,0,0,0,1,0,1,0,0,1,0000101001,41
6.08,1.26,21.71,18.64,74.6,1142,0,0,0,1,0,0,0,0,0,1,0001000001,65
5.88,1.05,21.05,26.61,81.7,616,1,0,1,0,1,0,0,0,0,0,1010100000,672
5.76,0.71,15.92,22.9,85.3,884,1,0,0,0,1,0,0,1,0,0,1000100100,548
5.75,1.02,25.18,28.34,57.6,459,0,1,1,0,0,1,0,1,0,0,0110010100,404
5.64,1.28,21.31,18.66,70.6,465,1,0,0,0,0,0,0,1,0,1,1000000101,517
6.26,1.39,21.51,27.48,72.3,425,1,0,1,0,0,0,0,0,0,1,1010000001,641
5.53,0.48,25.31,26.47,70.9,965,0,1,1,0,0,0,0,1,1,0,0110000110,390
5.72,1.07,23.02,17.16,77.3,943,0,1,0,0,0,0,0,1,0,0,0100000100,260
5.31,0.58,16.11,28.48,64.7,938,0,0,1,0,0,0,0,1,1,0,0010000110,134
6.88,1.21,18.08,19.43,64.2,670,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.44,1.45,19.87,25.45,68.3,780,1,0,1,0,0,0,0,1,0,1,1010000101,645
7.11,0.49,24.91,22.75,67.5,1085,1,1,0,1,0,0,1,0,1,0,1101001010,842
6.73,1.15,25.28,20.84,89.7,628,1,1,0,0,1,0,1,0,0,0,1100101000,808
6.68,0.87,22.31,20.0,66.9,732,0,1,0,0,0,0,1,0,0,0,0100001000,264
6.12,1.33,24.65,21.54,76.5,738,0,1,0,0,0,0,0,0,0,1,0100000001,257
6.53,0.63,23.03,15.1,80.2,787,0,1,0,0,1,0,1,0,0,0,0100101000,296
5.33,0.84,24.58,27.2,73.2,1192,0,1,1,1,0,0,0,1,0,0,0111000100,452
7.17,0.65,24.59,23.52,57.0,629,1,1,0,0,0,1,1,0,0,0,1100011000,792
7.03,1.28,15.43,22.49,82.2,671,0,0,0,0,1,0,1,0,0,1,0000101001,41
6.87,1.39,22.47,21.44,75.2,373,0,1,0,0,0,0,1,0,0,1,0100001001,265
6.87,0.76,21.33,27.05,87.4,748,0,0,1,0,1,0,1,0,0,0,0010101000,168
7.19,0.85,23.22,23.98,74.8,672,1,1,0,0,0,0,1,0,0,0,1100001000,776
5.33,0.95,16.51,24.0,89.5,321,1,0,0,0,1,0,0,1,0,0,1000100100,548
6.44,0.94,18.7,26.39,79.4,316,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.46,1.38,15.92,17.66,64.3,1037,1,0,0,1,0,0,0,0,0,1,1001000001,577
6.63,0.91,18.59,15.9,65.0,367,0,0,0,0,0,0,1,0,0,0,0000001000,8
7.19,0.93,17.47,16.3,76.4,656,0,0,0,0,0,0,1,0,0,0,0000001000,8
6.32,1.32,15.59,17.46,73.9,1107,1,0,0,1,0,0,0,0,0,1,1001000001,577
6.86,1.27,18.7,24.65,85.9,840,0,0,1,0,1,0,1,0,0,1,0010101001,169
6.75,1.5,23.12,24.65,86.7,516,1,1,1,0,1,0,1,0,0,1,1110101001,937
5.88,1.23,16.49,22.99,58.2,1189,1,0,0,1,0,1,0,0,0,1,1001010001,593
6.41,0.89,20.73,21.3,59.9,1152,0,0,0,1,0,1,0,0,0,0,0001010000,80
6.75,0.68,15.29,24.88,89.8,714,0,0,1,0,1,0,1,0,0,0,0010101000,168
5.67,1.16,21.57,18.0,59.3,846,1,0,0,0,0,1,0,1,0,0,1000010100,532
6.7,1.27,22.28,21.27,62.7,588,0,1,0,0,0,0,1,0,0,1,0100001001,265
6.98,0.93,15.38,16.76,71.0,1198,0,0,0,1,0,0,1,0,0,0,0001001000,72
6.09,0.97,16.86,28.05,64.1,753,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.5,0.96,21.39,16.93,58.0,384,0,0,0,0,0,1,0,0,0,0,0000010000,16
6.97,1.06,16.67,26.62,86.0,621,0,0,1,0,1,0,1,0,0,0,0010101000,168
5.84,0.62,20.06,15.2,68.9,947,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.94,0.56,24.51,28.36,63.6,1095,1,1,1,1,0,0,1,0,1,0,1111001010,970
5.77,1.22,21.72,19.41,57.7,661,0,0,0,0,0,1,0,1,0,1,0000010101,21
6.05,1.1,23.75,27.98,77.7,885,1,1,1,0,0,0,0,0,0,0,1110000000,896
6.05,1.08,15.45,15.39,55.0,1079,1,0,0,1,0,1,0,0,0,0,1001010000,592
6.4,1.12,22.73,15.2,84.0,698,0,1,0,0,1,0,0,0,0,0,0100100000,288
6.15,0.66,20.88,24.46,87.6,321,0,0,1,0,1,0,0,0,0,0,0010100000,160
5.43,0.75,15.54,15.62,62.0,467,1,0,0,0,0,0,0,1,0,0,1000000100,516
5.58,0.65,20.88,21.9,66.4,563,1,0,0,0,0,0,0,1,0,0,1000000100,516
5.91,0.62,22.14,27.26,73.5,813,1,1,1,0,0,0,0,0,0,0,1110000000,896
6.88,1.09,22.48,25.57,73.2,975,1,1,1,0,0,0,1,0,0,0,1110001000,904
5.68,1.3,20.02,21.78,84.5,334,1,0,0,0,1,0,0,1,0,1,1000100101,549
6.93,0.63,25.06,15.64,57.6,775,0,1,0,0,0,1,1,0,0,0,0100011000,280
6.06,0.94,23.34,16.07,61.4,545,1,1,0,0,0,0,0,0,0,0,1100000000,768
6.76,1.01,17.22,20.77,63.1,1129,1,0,0,1,0,0,1,0,0,0,1001001000,584
6.44,1.07,22.2,27.96,81.7,621,0,1,1,0,1,0,0,0,0,0,0110100000,416
6.64,0.79,18.17,24.71,73.7,823,0,0,1,0,0,0,1,0,0,0,0010001000,136
5.33,0.76,18.8,21.33,79.5,336,0,0,0,0,0,0,0,1,0,0,0000000100,4
6.76,0.59,15.13,20.69,65.6,1025,1,0,0,1,0,0,1,0,1,0,1001001010,586
6.22,1.23,17.83,23.35,80.2,658,1,0,0,0,1,0,0,0,0,1,1000100001,545
6.84,0.63,23.77,19.74,68.0,750,0,1,0,0,0,0,1,0,0,0,0100001000,264
6.68,0.48,23.03,25.97,82.9,953,1,1,1,0,1,0,1,0,1,0,1110101010,938
6.54,0.72,21.11,15.45,80.9,721,0,0,0,0,1,0,1,0,0,0,0000101000,40
5.47,0.99,17.71,19.47,82.7,863,0,0,0,0,1,0,0,1,0,0,0000100100,36
7.13,0.76,16.65,20.92,57.2,862,1,0,0,0,0,1,1,0,0,0,1000011000,536
6.15,0.62,21.64,15.19,55.7,401,1,0,0,0,0,1,0,0,0,0,1000010000,528
6.37,1.26,22.86,24.34,68.0,808,1,1,1,0,0,0,0,0,0,1,1110000001,897
6.0,1.35,22.09,27.8,56.5,795,0,1,1,0,0,1,0,0,0,1,0110010001,401
5.44,1.16,22.43,22.44,61.0,441,0,1,0,0,0,0,0,1,0,0,0100000100,260
5.5,0.68,19.5,23.2,61.6,353,0,0,0,0,0,0,0,1,0,0,0000000100,4
6.38,0.77,24.29,19.23,64.7,382,1,1,0,0,0,0,0,0,0,0,1100000000,768
6.78,0.96,25.28,19.86,58.6,759,0,1,0,0,0,1,1,0,0,0,0100011000,280
5.53,0.76,22.49,19.46,65.0,894,1,1,0,0,0,0,0,1,0,0,1100000100,772
6.79,1.36,18.47,26.13,84.3,985,1,0,1,0,1,0,1,0,0,1,1010101001,681
6.54,0.7,21.43,24.71,62.6,754,1,0,1,0,0,0,1,0,0,0,1010001000,648
5.82,0.51,16.95,18.57,82.9,380,1,0,0,0,1,0,0,0,1,0,1000100010,546
5.73,1.4,17.61,18.12,57.6,876,0,0,0,0,0,1,0,1,0,1,0000010101,21
6.8,1.07,15.23,28.37,83.4,769,1,0,1,0,1,0,1,0,0,0,1010101000,680
6.98,1.33,23.85,23.68,81.4,786,0,1,0,0,1,0,1,0,0,1,0100101001,297
5.99,1.37,18.79,22.93,65.1,964,1,0,0,0,0,0,0,0,0,1,1000000001,513
6.98,1.09,20.22,16.17,60.6,566,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.4,0.9,21.23,23.18,56.2,522,1,0,0,0,0,1,0,0,0,0,1000010000,528
6.9,1.27,16.53,23.61,85.8,1034,0,0,0,1,1,0,1,0,0,1,0001101001,105
5.4,0.43,22.05,19.4,76.2,489,0,1,0,0,0,0,0,1,1,0,0100000110,262
5.39,1.2,25.95,22.04,78.3,465,0,1,0,0,0,0,0,1,0,0,0100000100,260
5.4,1.0,24.89,15.83,61.2,1152,0,1,0,1,0,0,0,1,0,0,0101000100,324
6.68,0.89,16.06,21.83,79.3,830,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.21,1.42,23.31,29.0,70.3,1064,1,1,1,1,0,0,0,0,0,1,1111000001,961
6.88,1.24,20.36,15.84,70.9,511,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.84,1.2,19.84,24.37,73.8,807,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.17,1.19,23.37,23.06,83.9,849,0,1,0,0,1,0,0,0,0,0,0100100000,288
5.87,0.63,25.58,19.6,56.1,989,0,1,0,0,0,1,0,0,0,0,0100010000,272
6.93,1.27,16.76,22.27,75.9,1152,0,0,0,1,0,0,1,0,0,1,0001001001,73
5.48,1.47,22.1,24.03,68.4,765,1,1,1,0,0,0,0,1,0,1,1110000101,901
6.07,1.17,16.19,24.67,77.4,1106,0,0,1,1,0,0,0,0,0,0,0011000000,192
5.95,1.05,19.24,28.85,65.7,666,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.94,0.4,19.26,19.06,59.3,599,1,0,0,0,0,1,1,0,1,0,1000011010,538
6.52,0.93,15.48,24.88,81.6,503,0,0,1,0,1,0,1,0,0,0,0010101000,168
6.76,0.61,21.31,17.69,88.7,993,0,0,0,0,1,0,1,0,0,0,0000101000,40
6.07,1.11,25.52,23.16,82.2,1068,1,1,0,1,1,0,0,0,0,0,1101100000,864
6.01,0.72,19.44,20.7,63.0,374,1,0,0,0,0,0,0,0,0,0,1000000000,512
5.6,0.43,18.26,21.05,77.8,490,0,0,0,0,0,0,0,1,1,0,0000000110,6
6.1,1.08,16.16,22.47,56.7,621,1,0,0,0,0,1,0,0,0,0,1000010000,528
5.62,1.12,21.96,17.35,62.7,1197,1,0,0,1,0,0,0,1,0,0,1001000100,580
5.6,0.41,20.31,27.78,87.9,977,1,0,1,0,1,0,0,1,1,0,1010100110,678
7.14,1.16,19.54,19.11,66.5,1010,1,0,0,1,0,0,1,0,0,0,1001001000,584
6.71,0.52,18.25,20.67,79.8,1195,1,0,0,1,0,0,1,0,1,0,1001001010,586
7.01,1.12,18.95,22.17,73.7,771,0,0,0,0,0,0,1,0,0,0,0000001000,8
6.66,0.67,21.61,27.6,70.8,697,1,0,1,0,0,0,1,0,0,0,1010001000,648
5.35,1.02,18.07,24.39,73.3,1167,0,0,1,1,0,0,0,1,0,0,0011000100,196
7.16,1.23,24.43,15.71,66.9,1096,0,1,0,1,0,0,1,0,0,1,0101001001,329
6.4,1.5,19.17,19.87,56.4,987,1,0,0,0,0,1,0,0,0,1,1000010001,529
6.98,0.94,21.06,19.14,61.5,763,0,0,0,0,0,0,1,0,0,0,0000001000,8
5.5,0.72,25.69,24.91,56.4,921,0,1,1,0,0,1,0,1,0,0,0110010100,404
6.7,1.24,25.42,19.72,57.8,681,1,1,0,0,0,1,1,0,0,1,1100011001,793
5.78,1.2,19.91,23.28,65.5,1199,0,0,0,1,0,0,0,1,0,0,0001000100,68
7.09,0.5,16.26,25.54,80.6,512,0,0,1,0,1,0,1,0,1,0,0010101010,170
7.18,1.41,17.07,17.84,68.4,933,1,0,0,0,0,0,1,0,0,1,1000001001,521
6.02,1.3,19.77,24.06,66.0,1061,0,0,1,1,0,0,0,0,0,1,0011000001,193
6.21,1.28,15.04,17.07,70.8,901,0,0,0,0,0,0,0,0,0,1,0000000001,1
5.59,0.62,17.41,16.45,62.0,818,0,0,0,0,0,0,0,1,0,0,0000000100,4
5.71,0.41,18.53,26.45,73.2,675,0,0,1,0,0,0,0,1,1,0,0010000110,134
5.51,0.86,18.94,24.57,84.7,1111,0,0,1,1,1,0,0,1,0,0,0011100100,228
5.86,1.46,16.21,17.98,65.8,1009,1,0,0,1,0,0,0,0,0,1,1001000001,577
6.35,0.85,25.35,22.78,64.2,445,1,1,0,0,0,0,0,0,0,0,1100000000,768
5.85,0.56,23.06,22.05,60.2,697,0,1,0,0,0,0,0,0,1,0,0100000010,258
6.15,0.95,18.76,25.73,74.1,1060,0,0,1,1,0,0,0,0,0,0,0011000000,192
5.33,1.25,20.5,19.06,85.4,1049,1,0,0,1,1,0,0,1,0,1,1001100101,613
5.89,1.13,24.44,17.57,59.4,912,0,1,0,0,0,1,0,0,0,0,0100010000,272
5.59,1.43,20.43,19.08,84.2,584,1,0,0,0,1,0,0,1,0,1,1000100101,549
6.33,1.49,15.79,24.14,69.9,904,0,0,1,0,0,0,0,0,0,1,0010000001,129
5.95,1.25,23.7,25.65,72.3,1028,0,1,1,1,0,0,0,0,0,1,0111000001,449
7.2,1.1,25.54,18.51,88.9,864,1,1,0,0,1,0,1,0,0,0,1100101000,808
7.05,0.75,17.27,17.47,76.4,1006,0,0,0,1,0,0,1,0,0,0,0001001000,72
5.89,1.31,23.53,26.46,60.3,316,0,1,1,0,0,0,0,0,0,1,0110000001,385
6.31,0.7,16.67,15.76,70.0,623,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.2,0.59,19.7,21.75,77.7,344,0,0,0,0,0,0,0,0,1,0,0000000010,2
5.97,1.18,15.44,24.73,69.7,321,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.01,1.41,23.29,19.49,82.5,535,0,1,0,0,1,0,0,0,0,1,0100100001,289
6.64,0.94,16.85,24.81,78.7,687,1,0,1,0,0,0,1,0,0,0,1010001000,648
5.4,1.23,21.85,26.04,63.3,351,1,0,1,0,0,0,0,1,0,1,1010000101,645
6.4,0.79,20.23,20.21,73.6,904,0,0,0,0,0,0,0,0,0,0,0000000000,0
5.68,0.99,23.67,28.2,55.4,557,0,1,1,0,0,1,0,1,0,0,0110010100,404
6.17,1.01,15.98,25.57,82.9,1027,0,0,1,1,1,0,0,0,0,0,0011100000,224
6.67,1.13,20.46,24.0,81.9,919,0,0,0,0,1,0,1,0,0,0,0000101000,40
5.8,0.58,22.3,17.02,71.0,1032,1,1,0,1,0,0,0,0,1,0,1101000010,834
5.59,0.68,16.6,16.39,90.0,498,0,0,0,0,1,0,0,1,0,0,0000100100,36
5.83,1.2,23.85,25.32,65.4,961,0,1,1,0,0,0,0,0,0,0,0110000000,384
7.03,0.98,21.98,18.75,85.4,328,1,0,0,0,1,0,1,0,0,0,1000101000,552
5.92,1.34,19.14,18.77,62.2,507,0,0,0,0,0,0,0,0,0,1,0000000001,1
6.42,0.6,20.68,20.06,60.0,563,1,0,0,0,0,0,0,0,0,0,1000000000,512
5.53,0.67,25.71,16.94,89.2,319,0,1,0,0,1,0,0,1,0,0,0100100100,292
5.82,1.41,19.37,21.11,67.1,505,0,0,0,0,0,0,0,0,0,1,0000000001,1
6.43,1.33,23.34,24.55,79.8,1120,1,1,1,1,0,0,0,0,0,1,1111000001,961
5.42,1.24,18.5,24.73,68.0,487,1,0,1,0,0,0,0,1,0,1,1010000101,645
6.58,0.6,15.72,19.6,79.1,595,0,0,0,0,0,0,1,0,0,0,0000001000,8
6.56,1.1,21.74,22.55,72.6,639,0,0,0,0,0,0,1,0,0,0,0000001000,8
6.7,0.75,20.13,28.68,61.9,1182,0,0,1,1,0,0,1,0,0,0,0011001000,200
6.72,0.98,22.61,28.19,77.0,932,0,1,1,0,0,0,1,0,0,0,0110001000,392
7.16,1.17,21.49,28.39,85.5,1159,1,0,1,1,1,0,1,0,0,0,1011101000,744
5.46,0.91,18.16,21.2,89.2,937,1,0,0,0,1,0,0,1,0,0,1000100100,548
5.87,0.95,23.22,19.04,86.6,1139,1,1,0,1,1,0,0,0,0,0,1101100000,864
5.5,0.45,19.41,20.47,70.8,771,1,0,0,0,0,0,0,1,1,0,1000000110,518
5.42,1.36,15.8,17.38,87.1,1199,0,0,0,1,1,0,0,1,0,1,0001100101,101
7.01,1.36,24.08,20.34,60.9,1088,1,1,0,1,0,0,1,0,0,1,1101001001,841
6.03,1.19,17.54,28.57,80.9,1162,1,0,1,1,1,0,0,0,0,0,1011100000,736
5.86,0.48,15.74,24.29,55.9,614,1,0,1,0,0,1,0,0,1,0,1010010010,658
7.05,0.56,17.89,25.44,81.6,918,1,0,1,0,1,0,1,0,1,0,1010101010,682
5.79,0.96,21.85,20.79,60.2,1052,1,0,0,1,0,0,0,1,0,0,1001000100,580
5.9,1.29,19.97,25.23,72.9,738,0,0,1,0,0,0,0,0,0,1,0010000001,129
6.67,0.74,16.14,19.38,61.1,1162,0,0,0,1,0,0,1,0,0,0,0001001000,72
6.44,0.53,22.55,25.69,59.3,1052,1,1,1,1,0,1,0,0,1,0,1111010010,978
5.81,1.49,18.95,17.41,79.0,891,0,0,0,0,0,0,0,0,0,1,0000000001,1
5.78,0.51,16.08,22.1,70.1,403,0,0,0,0,0,0,0,1,1,0,0000000110,6
5.5,0.41,23.07,15.2,70.0,636,0,1,0,0,0,0,0,1,1,0,0100000110,262
5.33,0.91,15.09,23.89,71.2,493,0,0,0,0,0,0,0,1,0,0,0000000100,4
7.04,0.47,24.98,18.45,64.1,479,0,1,0,0,0,0,1,0,1,0,0100001010,266
6.38,1.37,24.19,28.1,55.0,924,1,1,1,0,0,1,0,0,0,1,1110010001,913
6.41,0.63,25.54,27.21,75.8,576,0,1,1,0,0,0,0,0,0,0,0110000000,384
5.32,0.65,16.43,18.27,60.7,1104,0,0,0,1,0,0,0,1,0,0,0001000100,68
5.92,0.8,15.84,15.73,65.7,347,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.45,1.39,16.5,19.44,55.7,422,1,0,0,0,0,1,0,0,0,1,1000010001,529
6.36,1.32,18.67,26.44,61.7,1090,1,0,1,1,0,0,0,0,0,1,1011000001,705
6.84,1.11,15.91,23.25,59.4,413,0,0,0,0,0,1,1,0,0,0,0000011000,24
5.92,1.11,19.99,15.92,78.2,895,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.91,1.1,23.7,20.63,58.1,848,0,1,0,0,0,1,1,0,0,0,0100011000,280
7.02,1.13,16.48,19.3,58.9,1110,0,0,0,1,0,1,1,0,0,0,0001011000,88
5.79,0.5,18.63,26.19,85.2,560,0,0,1,0,1,0,0,1,1,0,0010100110,166
7.0,1.38,21.1,27.83,60.1,523,1,0,1,0,0,0,1,0,0,1,1010001001,649
5.51,0.51,16.01,26.92,78.4,1139,0,0,1,1,0,0,0,1,1,0,0011000110,198
5.89,0.75,18.59,28.72,58.0,363,0,0,1,0,0,1,0,0,0,0,0010010000,144
5.91,0.78,21.72,23.86,87.4,766,0,0,0,0,1,0,0,0,0,0,0000100000,32
6.91,1.21,24.56,26.14,82.1,699,1,1,1,0,1,0,1,0,0,1,1110101001,937
6.53,1.34,24.88,20.23,90.0,1033,0,1,0,1,1,0,1,0,0,1,0101101001,361
5.49,1.38,23.13,20.59,75.0,778,1,1,0,0,0,0,0,1,0,1,1100000101,773
7.08,1.23,25.01,18.45,84.4,784,0,1,0,0,1,0,1,0,0,1,0100101001,297
7.08,1.39,25.44,24.67,64.5,752,1,1,1,0,0,0,1,0,0,1,1110001001,905
5.46,1.03,23.56,18.99,89.0,311,1,1,0,0,1,0,0,1,0,0,1100100100,804
6.39,1.18,23.14,26.39,86.8,331,0,1,1,0,1,0,0,0,0,0,0110100000,416
6.93,0.91,17.94,19.74,76.6,649,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.74,0.47,17.02,24.9,71.0,871,0,0,1,0,0,0,1,0,1,0,0010001010,138
5.65,0.67,16.17,16.14,59.1,473,0,0,0,0,0,1,0,1,0,0,0000010100,20
6.28,1.29,15.37,23.59,83.0,970,1,0,0,0,1,0,0,0,0,1,1000100001,545
5.5,0.65,24.17,23.75,85.6,489,1,1,0,0,1,0,0,1,0,0,1100100100,804
6.48,1.34,21.29,25.86,72.0,957,1,0,1,0,0,0,0,0,0,1,1010000001,641
5.32,0.89,24.01,27.71,88.5,883,1,1,1,0,1,0,0,1,0,0,1110100100,932
7.0,1.48,15.74,15.23,64.6,1128,1,0,0,1,0,0,1,0,0,1,1001001001,585
6.46,0.55,19.03,26.32,73.7,485,1,0,1,0,0,0,0,0,1,0,1010000010,642
5.67,1.1,16.89,20.11,64.1,1002,1,0,0,1,0,0,0,1,0,0,1001000100,580
6.79,0.7,24.16,21.85,86.6,514,0,1,0,0,1,0,1,0,0,0,0100101000,296
6.45,1.35,24.76,19.74,86.5,1165,0,1,0,1,1,0,0,0,0,1,0101100001,353
6.12,0.44,25.66,16.42,62.6,1189,0,1,0,1,0,0,0,0,1,0,0101000010,322
7.15,0.53,17.88,20.66,78.3,1079,0,0,0,1,0,0,1,0,1,0,0001001010,74
6.68,0.94,22.35,19.17,63.3,904,0,1,0,0,0,0,1,0,0,0,0100001000,264
6.16,0.4,24.51,22.75,61.2,388,1,1,0,0,0,0,0,0,1,0,1100000010,770
7.19,0.7,23.85,25.21,76.1,441,1,1,1,0,0,0,1,0,0,0,1110001000,904
6.37,1.02,16.0,28.14,72.4,720,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.15,0.54,18.7,17.42,62.5,1003,0,0,0,1,0,0,0,0,1,0,0001000010,66
6.19,0.84,24.27,15.37,79.9,689,1,1,0,0,0,0,0,0,0,0,1100000000,768
6.04,1.04,18.95,23.98,82.5,1097,0,0,0,1,1,0,0,0,0,0,0001100000,96
5.44,1.33,21.7,27.15,56.8,844,1,0,1,0,0,1,0,1,0,1,1010010101,661
5.98,0.9,24.75,24.23,85.8,434,1,1,1,0,1,0,0,0,0,0,1110100000,928
6.05,0.95,18.86,22.54,74.1,688,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.64,1.21,24.67,24.66,62.8,1132,0,1,1,1,0,0,1,0,0,1,0111001001,457
7.13,1.47,23.52,20.04,75.6,1134,0,1,0,1,0,0,1,0,0,1,0101001001,329
6.88,0.43,19.08,25.66,55.8,770,0,0,1,0,0,1,1,0,1,0,0010011010,154
6.4,0.99,15.27,23.4,69.2,830,0,0,0,0,0,0,0,0,0,0,0000000000,0
7.06,1.41,25.37,16.23,82.2,670,1,1,0,0,1,0,1,0,0,1,1100101001,809
6.31,0.83,25.42,19.55,84.6,943,0,1,0,0,1,0,0,0,0,0,0100100000,288
6.97,1.18,19.85,28.57,81.8,680,0,0,1,0,1,0,1,0,0,0,0010101000,168
5.96,0.65,24.91,20.39,58.4,806,1,1,0,0,0,1,0,0,0,0,1100010000,784
5.6,1.27,20.68,21.94,60.1,943,1,0,0,0,0,0,0,1,0,1,1000000101,517
6.17,0.81,19.78,18.5,70.5,909,1,0,0,0,0,0,0,0,0,0,1000000000,512
5.55,0.87,22.78,24.14,81.5,997,0,1,1,0,1,0,0,1,0,0,0110100100,420
5.38,0.87,23.39,20.75,87.8,592,1,1,0,0,1,0,0,1,0,0,1100100100,804
5.38,0.5,23.46,16.98,60.6,965,1,1,0,0,0,0,0,1,1,0,1100000110,774
5.51,1.2,15.75,16.53,86.5,1049,1,0,0,1,1,0,0,1,0,0,1001100100,612
6.46,1.19,19.48,18.4,74.9,518,1,0,0,0,0,0,0,0,0,0,1000000000,512
5.4,0.48,19.09,15.36,84.7,360,0,0,0,0,1,0,0,1,1,0,0000100110,38
5.94,0.98,21.31,24.07,64.4,825,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.21,1.23,24.66,18.69,76.2,1169,0,1,0,1,0,0,0,0,0,1,0101000001,321
5.59,0.44,24.47,18.27,67.5,815,1,1,0,0,0,0,0,1,1,0,1100000110,774
6.8,1.21,18.67,27.42,77.5,838,0,0,1,0,0,0,1,0,0,1,0010001001,137
6.54,0.49,20.62,24.93,75.5,759,1,0,1,0,0,0,1,0,1,0,1010001010,650
6.93,1.23,25.18,17.96,73.6,619,0,1,0,0,0,0,1,0,0,1,0100001001,265
5.47,0.4,15.88,21.43,68.5,1039,1,0,0,1,0,0,0,1,1,0,1001000110,582
